movie_display_name,movie_production_year,movie_odid,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name,movie_sequel,movie_running_time
Treasure Planet,2002,14730100,100000000,38120554,53679446,2002-01-01,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure,0,95
Epic,2013,165020100,100000000,107518682,155275759,2013-01-01,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,103
In the Heart of the Sea,2014,146640100,100000000,25020758,65400000,2014-01-01,Dramatization,Based on Real Life Events,Live Action,Adventure,0,121
Son of the Mask,2005,28080100,100000000,17018422,42900000,2005-01-01,Kids Fiction,Based on Comic/Graphic Novel,Live Action,Comedy,1,
The Wolf of Wall Street,2011,143500100,100000000,116900694,275076029,2011-01-01,Dramatization,Based on Factual Book/Article,Live Action,Black Comedy,0,165
Where the Wild Things Are,2009,107330100,100000000,77233467,21890189,2009-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,100
National Treasure,2004,1370100,100000000,173005002,158318408,2004-01-01,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,130
Lemony Snicket's A Series of Unfortunate Events,2004,3150100,100000000,118627117,94328907,2004-01-01,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,107
Legend of the Guardians: The Owls of Ga'Hoole,2010,118350100,100000000,55675313,84041404,2010-01-01,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,90
The Adventures of Pluto Nash,2002,131100100,100000000,4411102,2683893,2002-01-01,Science Fiction,Original Screenplay,Live Action,Comedy,0,
Little Fockers,2010,105550100,100000000,148438600,162211974,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,98
Eragon,2006,6450100,100000000,75030163,174457952,2006-01-01,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,
Green Zone,2010,121300100,100000000,35053660,62025683,2010-01-01,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,0,114
The Stepford Wives,2004,8800100,100000000,59475623,36746348,2004-01-01,Contemporary Fiction,Remake,Live Action,Comedy,0,
Django Unchained,2011,162940100,100000000,162805434,287142889,2011-01-01,Historical Fiction,Original Screenplay,Live Action,Western,0,165
Catwoman,2004,13910100,100000000,40202379,41943000,2004-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,101
American Gangster,2007,129820100,100000000,130164645,137820811,2007-01-01,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,157
Casino Royale,2006,1490100,102000000,167220102,427055283,2006-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,144
Cloud Atlas,2011,141850100,102000000,27108272,103564882,2011-01-01,Multiple Creative Types,Based on Fiction Book/Short Story,Live Action,Drama,0,172
Minority Report,2002,2490100,102000000,132024714,226800000,2002-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,144
Public Enemies,2009,4460100,102500000,97104620,115178089,2009-01-01,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,140
The Hangover 3,2013,172640100,103000000,112200072,249800000,2013-01-01,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,100
"I, Robot",2004,1980100,105000000,144795350,203828562,2004-01-01,Science Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Action,0,115
"10,000 B.C.",2008,129860100,105000000,94784201,174281477,2008-01-01,Historical Fiction,Original Screenplay,Live Action,Adventure,0,109
The Princess and the Frog,2009,124040100,105000000,104400899,166596479,2009-01-01,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure,0,97
Town & Country,2001,42990100,105000000,6712451,3652318,2001-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,
The Martian,2015,205110100,108000000,228433663,411614431,2015-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,130
The Lord of the Rings: The Fellowship of the Ring,2001,250100,109000000,315544750,571672938,2001-01-01,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,179
The Cat in the Hat,2003,4210100,109000000,101018283,32800000,2003-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Comedy,0,82
Ali,2001,9010100,109000000,58183966,29500000,2001-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,158
San Andreas,2015,200860100,110000000,155190832,314400000,2015-01-01,Science Fiction,Original Screenplay,Live Action,Adventure,0,114
Ocean's Twelve,2004,2810100,110000000,125531634,237457442,2004-01-01,Contemporary Fiction,Remake,Live Action,Adventure,1,125
Ender's Game,2012,106580100,110000000,61737191,28000000,2012-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,114
Around the World in 80 Days,2004,22230100,110000000,24004159,48000000,2004-01-01,Historical Fiction,Remake,Live Action,Adventure,0,120
300: Rise of an Empire,2013,174430100,110000000,106580051,224200000,2013-01-01,Historical Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Action,1,102
The Taking of Pelham 123,2009,7770100,110000000,65452312,86912058,2009-01-01,Contemporary Fiction,Remake,Live Action,Action,0,106
Night at the Museum,2006,510100,110000000,250863268,328583139,2006-01-01,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,108
The Smurfs,2011,105300100,110000000,142614158,421135165,2011-01-01,Kids Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,0,103
The Green Hornet,2010,107800100,110000000,98780042,130375461,2010-01-01,Super Hero,Based on TV,Live Action,Action,0,118
The Divergent Series: Allegiant,2015,201670100,110000000,65598899,87000000,2015-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,120
Mr. and Mrs. Smith,2005,1080100,110000000,186336279,299787811,2005-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,120
Live Free or Die Hard,2007,2390100,110000000,134529403,247758744,2007-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,129
The Divergent Series: Insurgent,2015,201640100,110000000,130179072,165100000,2015-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,118
The Aviator,2004,4020100,110000000,102608827,105762065,2004-01-01,Dramatization,Based on Real Life Events,Live Action,Drama,0,170
Kingdom of Heaven,2005,11700100,110000000,47398413,171454940,2005-01-01,Historical Fiction,Original Screenplay,Live Action,Adventure,0,148
Home on the Range,2004,11040100,110000000,50026353,26456108,2004-01-01,Kids Fiction,Original Screenplay,Hand Animation,Comedy,0,
The A-Team,2010,107710100,110000000,77222099,100019072,2010-01-01,Contemporary Fiction,Based on TV,Live Action,Action,0,118
Real Steel,2010,143960100,110000000,85463309,178417032,2010-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,126
Gravity,2012,144130100,110000000,274092705,442300000,2012-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,91
The Smurfs 2,2013,165790100,110000000,71017784,277529739,2013-01-01,Kids Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,1,104
Gulliver's Travels,2010,106790100,112000000,42779261,189238587,2010-01-01,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Comedy,0,87
Astérix aux Jeux Olympiques,2008,61850100,113500000,999811,132000000,2008-01-01,Fantasy,Based on Comic/Graphic Novel,Live Action,Adventure,0,
The Huntsman: Winter’s War,2016,199940100,115000000,36357150,97789515,2016-01-01,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,1,113
"Monsters, Inc.",2001,490100,115000000,289423425,270334294,2001-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,92
Windtalkers,2002,13650100,115000000,40914068,36714197,2002-01-01,Historical Fiction,Original Screenplay,Live Action,Action,0,134
Star Wars Ep. III: Revenge of the Sith,2005,100100,115000000,380270577,468728300,2005-01-01,Science Fiction,Original Screenplay,Animation/Live Action,Adventure,1,139
The Wolverine,2013,151730100,115000000,132556852,283900000,2013-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,126
Star Wars Ep. II: Attack of the Clones,2002,260100,115000000,302181125,346018875,2002-01-01,Science Fiction,Original Screenplay,Animation/Live Action,Adventure,1,143
Knight and Day,2010,128670100,117000000,76423035,182328335,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,0,109
Speed Racer,2008,12600100,120000000,43945766,49448696,2008-01-01,Science Fiction,Based on TV,Live Action,Action,0,135
Oblivion,2012,163130100,120000000,89107235,198809398,2012-01-01,Science Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense,0,125
Life of Pi,2011,118330100,120000000,124987022,483000000,2011-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,125
Fantastic Four,2015,185150100,120000000,56117548,111000000,2015-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,100
The Chronicles of Riddick,2004,9110100,120000000,57712751,49500000,2004-01-01,Science Fiction,Original Screenplay,Live Action,Adventure,1,
The Island,2005,15850100,120000000,35818913,127200000,2005-01-01,Science Fiction,Original Screenplay,Live Action,Action,0,136
Ghost Rider,2007,3310100,120000000,115802596,113742993,2007-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,110
Fantastic Four: Rise of the Silver Surfer,2007,2500100,120000000,131921738,156293581,2007-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,91
How Do You Know?,2010,134570100,120000000,30212620,19415557,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,121
RoboCop,2013,119960100,120000000,58607007,184374792,2013-01-01,Science Fiction,Remake,Live Action,Action,0,116
Elysium,2012,140150100,120000000,93050117,193141974,2012-01-01,Science Fiction,Original Screenplay,Live Action,Action,0,109
Stuart Little 2,2002,7880100,120000000,64736114,101043194,2002-01-01,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,1,77
Charlie's Angels: Full Throttle,2003,4230100,120000000,100814328,126385672,2003-01-01,Contemporary Fiction,Based on TV,Live Action,Action,1,106
Harry Potter and the Deathly Hallows: Part II,2011,105420100,125000000,381011219,960500000,2011-01-01,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,131
X2,2003,810100,125000000,214949694,192761855,2003-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,135
Prometheus,2011,153460100,125000000,126477084,272528622,2011-01-01,Science Fiction,Original Screenplay,Live Action,Adventure,0,124
Harry Potter and the Deathly Hallows: Part I,2010,119340100,125000000,295001070,664300000,2010-01-01,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,146
Clash of the Titans,2010,121810100,125000000,163214888,330000000,2010-01-01,Fantasy,Remake,Live Action,Action,0,106
The Hunger Games: Mockingjay - Part 1,2014,178290100,125000000,337135885,429516403,2014-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,123
Sherlock Holmes: A Game of Shadows,2011,143850100,125000000,186848418,348815025,2011-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,129
Total Recall,2012,143450100,125000000,58877969,152978119,2012-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,117
The Da Vinci Code,2006,750100,125000000,217536138,550284321,2006-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,152
Pirates of the Caribbean: The Curse of the Black Pearl,2003,300100,125000000,305411224,329542879,2003-01-01,Fantasy,Based on Theme Park Ride,Live Action,Adventure,0,144
The Bourne Legacy,2011,150610100,125000000,113203870,167152050,2011-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,135
Teenage Mutant Ninja Turtles,2014,188040100,125000000,191204754,293800000,2014-01-01,Super Hero,Based on Comic/Graphic Novel,Animation/Live Action,Adventure,0,101
Fast Five,2011,139600100,125000000,209837675,420132129,2011-01-01,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action,1,130
The Day After Tomorrow,2004,1070100,125000000,186740799,369578651,2004-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,123
Harry Potter and the Sorcerer’s Stone,2001,230100,125000000,317575550,657179821,2001-01-01,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,152
Night at the Museum: Secret of the Tomb,2014,187390100,127000000,113746621,242800000,2014-01-01,Fantasy,Original Screenplay,Live Action,Adventure,1,97
"The Twilight Saga: Breaking Dawn, Part 1",2011,139980100,127500000,281287133,408132918,2011-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,1,117
Home,2014,180270100,130000000,177397510,208688443,2014-01-01,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,94
Kung Fu Panda,2008,790100,130000000,215434591,416475940,2008-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,91
Ant-Man,2015,133110100,130000000,180202163,338400000,2015-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,117
Harry Potter and the Prisoner of Azkaban,2004,530100,130000000,249538952,547149597,2004-01-01,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,1,141
The Hunger Games: Catching Fire,2013,165350100,130000000,424668047,440200000,2013-01-01,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,1,146
Australia,2008,11190100,130000000,49554002,165526808,2008-01-01,Historical Fiction,Original Screenplay,Live Action,Drama,0,165
The Adventures of Tintin,2011,133010100,130000000,77591831,296402120,2011-01-01,Contemporary Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure,0,104
After Earth,2012,167400100,130000000,60522097,190977568,2012-01-01,Science Fiction,Original Screenplay,Live Action,Action,0,99
The Bourne Ultimatum,2007,680100,130000000,227471070,214690492,2007-01-01,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,113
Megamind,2010,148150100,130000000,148415853,173471355,2010-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,95
R.I.P.D.,2011,148440100,130000000,33618855,45453609,2011-01-01,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,98
Puss in Boots,2011,114060100,130000000,149260504,405726973,2011-01-01,Kids Fiction,Spin-Off,Digital Animation,Adventure,0,90
Bad Boys II,2003,2240100,130000000,138540870,134731112,2003-01-01,Contemporary Fiction,Original Screenplay,Live Action,Action,1,140
Salt,2010,109080100,130000000,118311368,172339126,2010-01-01,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100
Noah,2014,175350100,130000000,101200044,251631021,2014-01-01,Historical Fiction,Based on Religious Text,Live Action,Drama,0,137
Rio 2,2014,188030100,130000000,131538435,362200000,2014-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,101
Penguins of Madagascar,2014,181330100,132000000,83350911,284300000,2014-01-01,Kids Fiction,Spin-Off,Digital Animation,Comedy,0,92
War of the Worlds,2005,630100,132000000,234280354,372556181,2005-01-01,Science Fiction,Remake,Animation/Live Action,Action,0,116
Turbo,2013,158560100,135000000,83028130,203868448,2013-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,96
The Croods,2012,128830100,135000000,187168425,385900000,2012-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,98
Happy Feet Two,2011,129160100,135000000,64006466,93950000,2011-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,1,99
The Revenant,2015,210820100,135000000,183558360,342800000,2015-01-01,Dramatization,Based on Fiction Book/Short Story,Live Action,Adventure,0,156
Master and Commander: The Far Side of the World,2003,4610100,135000000,93926386,118985751,2003-01-01,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,139
Rango,2011,125350100,135000000,123257581,122246993,2011-01-01,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,107
Miami Vice,2006,8150100,135000000,63450470,100339718,2006-01-01,Contemporary Fiction,Based on TV,Live Action,Action,0,132
"The Twilight Saga: Breaking Dawn, Part 2",2012,139990100,136200000,292324737,537400000,2012-01-01,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,1,115
Hulk,2003,2480100,137000000,132177234,113052000,2003-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,138
Final Fantasy: The Spirits Within,2001,17620100,137000000,32131830,53000000,2001-01-01,Science Fiction,Based on Game,Digital Animation,Adventure,0,
The Incredible Hulk,2008,2380100,137500000,134533885,128611000,2008-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,0,112
Watchmen,2009,3740100,138000000,107509799,76558558,2009-01-01,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,161
